time,type,amount,sender,balance_before,balance_after,receiver,isFraud
882,TRADE,14696,704250,42844,28148,337319,0
882,REDEEM,200,159610,92218,92018,0,0
882,REDEEM,200,42759,55799,55599,0,0
882,TRADE,200,921736,42655,42455,698419,0
882,ISSUE,17438,0,16646,34084,345135,0
882,TRADE,12642,420222,37317,24675,260109,0
882,TRADE,2892,799431,4502,1610,136402,0
882,TRADE,6008,54536,15494,9486,68935,0
882,TRADE,3116,205155,34662,31546,326708,0
882,TRADE,200,625587,9293,9093,950315,0
882,TRADE,9287,670580,15001,5714,579604,0
882,TRADE,200,1107330,88764,88564,961119,0
882,TRADE,1513,899253,13728,12215,37837,0
882,TRADE,12536,374355,18019,5483,367681,0
882,TRADE,316,110160,97202,96886,367681,0
882,TRADE,18638,1156990,39908,21270,42759,0
882,TRADE,200,280481,16831,16631,371304,0
882,REDEEM,9620,136402,87601,77981,0,0
882,TRADE,6886,309686,42799,35913,726207,0
882,TRADE,200,347175,8735,8535,822605,0
882,TRADE,4462,329836,68861,64399,799431,0
882,TRADE,12116,828493,15047,2931,950315,0
882,TRADE,200,822605,63512,63312,316305,0
882,TRADE,1954,477122,107797,105843,329836,0
882,TRADE,6908,355253,16510,9602,262919,0
882,TRADE,534,412285,11145,10611,698419,0
882,TRADE,200,689551,24525,24325,1064559,0
882,TRADE,7943,371304,9214,1271,984337,0
883,TRADE,7806,345135,34084,26278,946726,0
883,TRADE,6212,42759,74237,68025,648460,0
883,TRADE,2267,24578,15623,13356,1147902,0
883,TRADE,23330,159610,92018,68688,704250,0
883,TRADE,4648,332633,29141,24493,786675,0
883,TRADE,5839,946726,70314,64475,1156990,0
883,TRADE,20825,822605,63312,42487,1154574,0
883,TRADE,200,54536,9486,9286,260109,0
883,TRADE,3001,405547,39343,36342,355253,0
883,TRADE,11503,746335,61481,49978,371304,0
883,TRADE,200,732474,9533,9333,477122,0
883,TRADE,5980,899253,12215,6235,188834,0
883,TRADE,436,492611,13454,13018,316305,0
883,TRADE,7059,961119,55882,48823,946726,0
883,TRADE,15059,326708,60472,45413,468524,0
883,TRADE,15846,205155,31546,15700,510675,0
883,TRADE,200,136402,77981,77781,188834,0
883,TRADE,200,625587,9093,8893,953701,0
883,ISSUE,13138,0,38621,51759,726207,1
883,TRADE,48815,726207,51759,2944,825187,1
883,REDEEM,2306,726207,2944,638,0,1
883,REDEEM,15897,786675,43676,27779,0,0
883,TRADE,3528,337319,52292,48764,374988,0
883,TRADE,18582,1147902,94015,75433,946726,0
883,TRADE,20458,309686,35913,15455,704250,0
883,TRADE,11958,1107330,88564,76606,37837,0
883,TRADE,11320,420222,24675,13355,316305,0
883,TRADE,22244,527692,34101,11857,205155,0
883,TRADE,200,921736,42455,42255,1161539,0
883,TRADE,804,107694,90516,89712,367681,0
883,TRADE,200,828493,2931,2731,420222,0
883,TRADE,200,31795,37623,37423,494330,0
883,TRADE,8349,37837,31658,23309,527692,0
883,TRADE,338,10804,15894,15556,1078536,0
883,TRADE,253,412285,10611,10358,680172,0
883,TRADE,200,2658,4357,4157,946726,0
883,ISSUE,200,0,79451,79651,367681,0
883,TRADE,200,670580,5714,5514,984337,0
883,TRADE,10324,316305,15904,5580,792888,0
883,TRADE,200,355253,12603,12403,861349,0
883,REDEEM,3406,196302,38273,34867,0,0
883,TRADE,9392,364533,39178,29786,625587,0
883,TRADE,10102,1156990,27109,17007,612220,0
883,TRADE,8306,873345,43918,35612,966921,0
883,TRADE,200,115869,17776,17576,407736,0
883,TRADE,4202,689551,24325,20123,42759,0
883,TRADE,17214,694769,137796,120582,188834,0
883,TRADE,10279,966921,55903,45624,1161539,0
883,ISSUE,8763,0,12774,21537,371304,0
883,TRADE,10844,110160,96886,86042,374355,0
883,TRADE,14615,188834,56267,41652,309686,0
883,TRADE,200,374988,17360,17160,110160,0
883,TRADE,22722,1064559,32907,10185,170188,0
883,TRADE,23564,1161539,50427,26863,297133,0
883,TRADE,13011,170188,42344,29333,1107330,0
883,ISSUE,17480,0,26706,44186,586003,0
883,TRADE,10644,953701,11312,668,1161807,0
883,TRADE,200,217966,34983,34783,374988,0
883,ISSUE,140072,0,27171,167243,648460,1
883,TRADE,149778,648460,167243,17465,648460,1
883,REDEEM,125236,648460,167243,42007,0,1
883,TRADE,200,788139,16230,16030,115869,0
883,TRADE,13979,337658,69777,55798,405547,0
883,TRADE,14213,787684,14335,122,788139,0
883,TRADE,200,49436,83492,83292,875121,0
883,TRADE,9759,576773,33526,23767,1107330,0
883,TRADE,7339,297133,32707,25368,326708,0
883,TRADE,10384,704250,71936,61552,205155,0
884,TRADE,9057,576773,23767,14710,648460,0
884,TRADE,24074,786675,27779,3705,1120959,0
884,ISSUE,10689,0,13555,24244,420222,0
884,TRADE,5879,10804,15556,9677,510675,0
884,TRADE,200,492611,13018,12818,670580,0
884,TRADE,13874,329836,66353,52479,374988,0
884,TRADE,200,24578,13356,13156,527692,0
884,ISSUE,28979,0,30243,59222,788139,0
884,TRADE,16381,822605,42487,26106,332633,0
884,REDEEM,5747,355253,12403,6656,0,0
884,TRADE,7316,345135,26278,18962,337658,0
884,TRADE,6748,197386,16116,9368,1007410,0
884,TRADE,5238,527692,20406,15168,966921,0
884,TRADE,9878,921736,42255,32377,217966,0
884,TRADE,200,873345,35612,35412,374355,0
884,TRADE,200,1120959,67943,67743,1147902,0
884,TRADE,200,309686,30070,29870,492611,0
884,TRADE,200,746335,49978,49778,329836,0
884,TRADE,3390,374355,16527,13137,115869,0
884,TRADE,13474,136402,77781,64307,1064559,0
884,TRADE,11663,107694,89712,78049,787684,0
884,TRADE,200,412285,10358,10158,329836,0
884,TRADE,200,364533,29786,29586,698419,0
884,TRADE,23287,586003,44186,20899,2658,0
884,TRADE,3049,2658,27444,24395,510675,0
884,TRADE,9392,49436,83292,73900,2658,0
884,TRADE,10335,1007410,40895,30560,10804,0
884,TRADE,997,68935,95241,94244,196302,0
884,TRADE,4449,367681,79651,75202,107694,0
884,ISSUE,12248,0,86242,98490,110160,0
884,TRADE,200,1161539,26863,26663,984337,0
884,TRADE,200,494330,2912,2712,1107330,0
884,TRADE,6080,961119,48823,42743,689551,0
884,TRADE,8913,28672,13108,4195,799431,0
884,TRADE,14603,337658,63114,48511,625587,0
884,TRADE,14005,217966,44661,30656,170188,0
884,TRADE,14776,297133,25368,10592,54536,0
884,TRADE,200,704250,61552,61352,625587,0
884,TRADE,6449,846592,6600,151,280481,0
884,TRADE,5331,1156990,17007,11676,792888,0
884,TRADE,200,1078536,29211,29011,405547,0
884,REDEEM,3368,799431,14985,11617,0,0
884,REDEEM,28515,468524,35544,7029,0,0
884,TRADE,200,280481,23080,22880,961119,0
884,TRADE,21408,510675,30340,8932,49436,0
884,TRADE,14702,159610,68688,53986,337319,0
884,TRADE,200,374988,31234,31034,371304,0
884,TRADE,200,1154574,74766,74566,792888,0
884,TRADE,200,170188,43338,43138,42759,0
884,TRADE,6798,188834,41652,34854,1161807,0
884,TRADE,2701,42759,72427,69726,37837,0
884,TRADE,200,326708,52752,52552,510675,0
884,TRADE,26008,260109,40980,14972,998116,0
884,TRADE,6647,1147902,75633,68986,787684,0
884,ISSUE,200,0,26759,26959,998116,0
884,TRADE,6089,713184,30528,24439,24578,0
884,TRADE,756,205155,48328,47572,366968,0
884,TRADE,200,946726,90316,90116,329836,0
885,REDEEM,2593,262919,6937,4344,0,0
885,TRADE,200,966921,50862,50662,477122,0
885,TRADE,938,984337,8701,7763,873345,0
885,TRADE,24213,1154574,74566,50353,260109,0
885,TRADE,19161,420222,24244,5083,1064559,0
885,TRADE,20739,873345,36350,15611,492611,0
885,ISSUE,8779,0,26959,35738,998116,0
885,TRADE,8489,1107330,99576,91087,1078536,0
885,TRADE,200,31795,37423,37223,998116,0
885,TRADE,16317,1147902,68986,52669,367681,0
885,TRADE,19719,326708,52552,32833,2658,0
885,TRADE,31115,694769,120582,89467,2658,0
885,REDEEM,200,10804,20012,19812,0,0
885,TRADE,21162,405547,50521,29359,37837,0
885,TRADE,10438,799431,11617,1179,846592,0
885,TRADE,1549,946726,90116,88567,347175,0
885,TRADE,200,366968,1242,1042,407736,0
885,TRADE,2550,332633,40874,38324,1161807,0
885,REDEEM,200,42759,69726,69526,0,0
885,ISSUE,19596,0,9132,28728,510675,0
885,TRADE,1533,680172,7315,5782,115869,0
885,TRADE,7828,788139,59222,51394,921736,0
885,TRADE,200,477122,106243,106043,792888,0
885,TRADE,6663,1078536,37500,30837,1156990,0
885,REDEEM,15491,205155,47572,32081,0,0
885,TRADE,13679,24578,19245,5566,946726,0
885,TRADE,9361,822605,26106,16745,946726,0
885,TRADE,4882,407736,5697,815,670580,0
885,TRADE,25910,921736,40205,14295,1161807,0
885,REDEEM,17590,492611,33757,16167,0,0
885,TRADE,11519,329836,53079,41560,24578,0
885,TRADE,2129,54536,24062,21933,1154574,0
885,TRADE,14141,950315,14973,832,899253,0
885,TRADE,5926,612220,116899,110973,510675,0
885,TRADE,200,374355,13137,12937,136402,0
885,TRADE,13312,260109,39185,25873,746335,0
885,TRADE,200,309686,29870,29670,364533,0
885,TRADE,200,136402,64507,64307,262919,0
885,TRADE,11029,364533,29786,18757,746335,0
885,TRADE,6197,367681,91519,85322,262919,0
885,TRADE,200,68935,94244,94044,37837,0
885,TRADE,18078,1161807,51481,33403,915852,0
885,ISSUE,200,0,668,868,953701,0
885,REDEEM,5521,1120959,67743,62222,0,0
885,TRADE,200,672412,3571,3371,54536,0
885,TRADE,6424,579604,11091,4667,788139,0
885,TRADE,200,355253,6656,6456,792888,0
885,REDEEM,3485,1161539,26663,23178,0,0
885,TRADE,21002,1064559,42820,21818,136402,0
885,TRADE,200,115869,22699,22499,612220,0
885,ISSUE,2412,0,10084,12496,347175,0
885,TRADE,200,494330,2712,2512,197386,0
885,TRADE,8317,698419,23252,14935,787684,0
885,TRADE,200,861349,2311,2111,1161807,0
885,TRADE,200,217966,30656,30456,961119,0
885,TRADE,417,1007410,30560,30143,371304,0
885,TRADE,200,2658,84621,84421,1161807,0
885,TRADE,9997,159610,53986,43989,694769,0
885,ISSUE,15525,0,20899,36424,586003,0
885,TRADE,200,1156990,18339,18139,946726,0
885,TRADE,200,280481,22880,22680,625587,0
885,TRADE,200,110160,98490,98290,915852,0
885,REDEEM,9881,297133,10592,711,0,0
885,TRADE,19505,746335,74119,54614,107694,0
885,TRADE,200,846592,10589,10389,37837,0
885,TRADE,10165,625587,33288,23123,31795,0
886,TRADE,200,260109,25873,25673,846592,0
886,TRADE,1559,713184,24439,22880,217966,0
886,TRADE,4840,24578,17085,12245,873345,0
886,TRADE,200,1161539,23178,22978,371304,0
886,TRADE,10921,42759,69526,58605,799431,0
886,TRADE,200,136402,85309,85109,337319,0
886,TRADE,200,347175,12496,12296,170188,0
886,TRADE,3115,364533,18757,15642,825187,0
886,TRADE,6887,921736,14295,7408,205155,0
886,TRADE,7520,1064559,21818,14298,670580,0
886,TRADE,200,407736,815,615,197386,0
886,TRADE,1396,420222,5083,3687,477122,0
886,ISSUE,4642,0,95308,99950,49436,0
886,TRADE,3169,1007410,30143,26974,713184,0
886,ISSUE,9882,0,18139,28021,1156990,0
886,TRADE,200,670580,18116,17916,1107330,0
886,TRADE,7711,984337,7763,52,492611,0
886,TRADE,4255,2658,84421,80166,110160,0
886,ISSUE,490,0,32833,33323,326708,0
886,ISSUE,189684,0,638,190322,726207,1
886,TRADE,182427,726207,190322,7895,726207,1
886,REDEEM,170790,726207,190322,19532,0,1
886,TRADE,19094,694769,99464,80370,329836,0
886,TRADE,21967,280481,22680,713,648460,0
886,TRADE,200,262919,10741,10541,31795,0
886,TRADE,13712,746335,54614,40902,367681,0
886,TRADE,12764,217966,32015,19251,477122,0
886,TRADE,12570,946726,111807,99237,704250,0
886,TRADE,200,732474,9333,9133,110160,0
886,ISSUE,14663,0,73922,88585,704250,0
886,TRADE,200,915852,18354,18154,825187,0
886,TRADE,6297,822605,16745,10448,786675,0
886,ISSUE,16392,0,10002,26394,786675,0
886,TRADE,200,297133,711,511,694769,0
886,TRADE,200,873345,20451,20251,698419,0
886,TRADE,10594,31795,47588,36994,170188,0
886,TRADE,9547,110160,102745,93198,115869,0
886,TRADE,29893,1107330,91287,61394,1161807,0
886,TRADE,3395,10804,19812,16417,672412,0
886,TRADE,6916,625587,23123,16207,28672,0
886,ISSUE,143469,0,169324,312793,825187,1
886,TRADE,310683,825187,312793,2110,726207,1
886,REDEEM,1507,825187,2110,603,0,1
886,TRADE,11398,1147902,52669,41271,28672,0
886,TRADE,1054,799431,12100,11046,861349,0
886,REDEEM,4146,468524,7029,2883,0,0
886,ISSUE,12853,0,30837,43690,1078536,0
886,TRADE,200,1154574,52482,52282,309686,0
886,TRADE,18583,371304,22354,3771,28672,0
886,TRADE,899,37837,47572,46673,527692,0
886,TRADE,7196,345135,18962,11766,612220,0
886,TRADE,200,107694,102003,101803,625587,0
886,TRADE,513,576773,14710,14197,24578,0
886,TRADE,20505,689551,26203,5698,787684,0
886,TRADE,600,405547,29359,28759,115869,0
886,TRADE,3740,787684,47254,43514,329836,0
886,TRADE,200,494330,2512,2312,984337,0
886,ISSUE,1866,0,22133,23999,54536,0
886,TRADE,200,197386,9768,9568,1107330,0
886,ISSUE,14495,0,10158,24653,412285,0
886,ISSUE,200,0,118369,118569,612220,0
886,TRADE,3676,205155,38968,35292,1064559,0
886,TRADE,3184,337658,48511,45327,205155,0
886,TRADE,200,374988,31034,30834,825187,0
886,TRADE,200,1120959,62222,62022,726207,0
886,TRADE,9660,510675,34654,24994,680172,0
886,TRADE,13029,332633,38324,25295,1107330,0
886,TRADE,4389,329836,64394,60005,680172,0
886,TRADE,200,672412,6766,6566,159610,0
886,TRADE,3916,188834,34854,30938,10804,0
887,TRADE,200,1156990,28021,27821,825187,0
887,TRADE,12163,586003,36424,24261,680172,0
887,TRADE,16815,2658,80166,63351,197386,0
887,TRADE,200,329836,60005,59805,704250,0
887,REDEEM,17121,260109,25673,8552,0,0
887,TRADE,2386,961119,43143,40757,1107330,0
887,ISSUE,6181,0,12758,18939,24578,0
887,TRADE,3455,136402,85109,81654,689551,0
887,TRADE,673,355253,6456,5783,37837,0
887,ISSUE,13775,0,26974,40749,1007410,0
887,TRADE,200,405547,28759,28559,326708,0
887,TRADE,21636,412285,24653,3017,921736,0
887,TRADE,14832,337319,63666,48834,355253,0
887,TRADE,13879,477122,120203,106324,788139,0
887,TRADE,12076,68935,94044,81968,527692,0
887,TRADE,8232,694769,80570,72338,37837,0
887,TRADE,6428,49436,99950,93522,205155,0
887,REDEEM,12635,337658,45327,32692,0,0
887,ISSUE,7191,0,10589,17780,846592,0
887,REDEEM,200,188834,30938,30738,0,0
887,TRADE,25359,374988,30834,5475,713184,0
887,REDEEM,431,332633,25295,24864,0,0
887,ISSUE,7426,0,2312,9738,494330,0
887,TRADE,689,364533,15642,14953,345135,0
887,REDEEM,10563,31795,36994,26431,0,0
887,TRADE,10004,1064559,17974,7970,262919,0
887,TRADE,31687,42759,58605,26918,915852,0
887,TRADE,27449,170188,53932,26483,494330,0
887,TRADE,15038,309686,29870,14832,648460,0
887,TRADE,10876,1120959,62022,51146,698419,0
887,TRADE,200,110160,93198,92998,953701,0
887,TRADE,200,746335,40902,40702,998116,0
887,TRADE,618,420222,3687,3069,115869,0
887,TRADE,200,946726,99237,99037,68935,0
887,TRADE,200,196302,35864,35664,347175,0
887,TRADE,200,873345,20251,20051,329836,0
887,TRADE,3790,326708,33523,29733,345135,0
887,TRADE,200,159610,44189,43989,998116,0
887,TRADE,17026,1107330,77009,59983,42759,0
887,TRADE,11335,966921,50662,39327,694769,0
887,TRADE,200,366968,1042,842,698419,0
887,TRADE,9714,915852,49841,40127,1120959,0
887,TRADE,3098,625587,16407,13309,704250,0
887,TRADE,10934,670580,17916,6982,746335,0
887,TRADE,200,998116,36338,36138,364533,0
887,TRADE,200,316305,5580,5380,786675,0
887,TRADE,13232,786675,26594,13362,366968,0
887,TRADE,200,217966,19251,19051,345135,0
887,ISSUE,30274,0,52282,82556,1154574,0
887,TRADE,7151,510675,24994,17843,159610,0
887,TRADE,1633,704250,91883,90250,698419,0
887,TRADE,10106,527692,28143,18037,405547,0
887,TRADE,3043,788139,71697,68654,1147902,0
887,TRADE,200,297133,511,311,170188,0
887,TRADE,18850,899253,20376,1526,217966,0
887,ISSUE,6708,0,3165,9873,861349,0
887,TRADE,200,197386,26383,26183,28672,0
887,ISSUE,200,0,41292,41492,28672,0
887,TRADE,13909,680172,31994,18085,10804,0
887,TRADE,20322,367681,99034,78712,309686,0
887,TRADE,9309,1078536,43690,34381,188834,0
887,ISSUE,3491,0,43514,47005,787684,0
887,TRADE,517,1161539,22978,22461,494330,0
887,REDEEM,10085,37837,55578,45493,0,0
887,TRADE,18749,612220,118569,99820,625587,0
887,TRADE,2167,792888,22623,20456,407736,0
888,TRADE,4684,347175,12496,7812,367681,0
888,ISSUE,1291,0,1526,2817,899253,0
888,ISSUE,13183,0,35154,48337,309686,0
888,TRADE,4728,42759,43944,39216,136402,0
888,ISSUE,12287,0,23878,36165,492611,0
888,TRADE,2741,746335,51636,48895,786675,0
888,TRADE,12255,107694,101803,89548,899253,0
888,TRADE,20026,170188,26683,6657,861349,0
888,TRADE,10137,1120959,60860,50723,366968,0
888,TRADE,4650,576773,14197,9547,625587,0
888,ISSUE,3879,0,5380,9259,316305,0
888,TRADE,200,698419,27844,27644,115869,0
888,TRADE,3715,527692,18037,14322,1007410,0
888,TRADE,200,875121,2820,2620,159610,0
888,ISSUE,5017,0,36708,41725,625587,0
888,TRADE,8845,1161539,22461,13616,732474,0
888,TRADE,16439,787684,47005,30566,1107330,0
888,TRADE,200,367681,83396,83196,625587,0
888,TRADE,200,1147902,44314,44114,412285,0
888,TRADE,6970,374355,12937,5967,374355,0
888,TRADE,3123,28672,41492,38369,107694,0
888,TRADE,16731,329836,60005,43274,672412,0
888,TRADE,200,188834,40047,39847,625587,0
888,TRADE,8971,792888,20456,11485,262919,0
888,TRADE,200,788139,68654,68454,329836,0
888,TRADE,782,197386,26183,25401,1107330,0
888,TRADE,8958,366968,24211,15253,115869,0
888,TRADE,200,704250,90250,90050,10804,0
888,TRADE,342,262919,29516,29174,412285,0
888,TRADE,200,953701,1068,868,1007410,0
888,TRADE,19650,37837,45493,25843,946726,0
888,TRADE,200,672412,23297,23097,309686,0
888,REDEEM,9431,337319,48834,39403,0,0
888,TRADE,19361,54536,23999,4638,1161807,0
888,TRADE,5636,961119,40757,35121,24578,0
888,REDEEM,10805,2658,63351,52546,0,0
888,REDEEM,14949,217966,37901,22952,0,0
888,TRADE,200,612220,99820,99620,921736,0
888,TRADE,200,110160,92998,92798,2658,0
888,TRADE,13271,1007410,44664,31393,364533,0
888,TRADE,3315,689551,9153,5838,309686,0
888,TRADE,12430,680172,18085,5655,792888,0
888,TRADE,2146,355253,20615,18469,107694,0
888,REDEEM,9044,205155,44904,35860,0,0
888,TRADE,200,915852,40127,39927,1154574,0
888,TRADE,18913,494330,37704,18791,374988,0
888,TRADE,200,136402,86382,86182,1007410,0
888,TRADE,4432,579604,4667,235,1107330,0
888,ISSUE,200,0,24864,25064,332633,0
888,TRADE,23351,68935,82168,58817,961119,0
888,REDEEM,4627,732474,17978,13351,0,0
888,TRADE,200,412285,3559,3359,492611,0
888,TRADE,966,1064559,7970,7004,494330,0
888,TRADE,12617,998116,36138,23521,366968,0
888,TRADE,200,326708,29733,29533,492611,0
888,TRADE,200,115869,42422,42222,54536,0
888,TRADE,200,846592,17780,17580,405547,0
888,TRADE,11631,1107330,81636,70005,405547,0
888,TRADE,8977,921736,29244,20267,732474,0
888,TRADE,25967,196302,35664,9697,786675,0
888,TRADE,1029,670580,6982,5953,31795,0
888,TRADE,200,1161807,83057,82857,899253,0
888,TRADE,200,371304,3771,3571,510675,0
888,TRADE,14415,786675,42070,27655,873345,0
889,TRADE,200,205155,35860,35660,1154574,0
889,TRADE,200,329836,43474,43274,337319,0
889,TRADE,758,326708,29533,28775,217966,0
889,TRADE,1209,42759,39216,38007,961119,0
889,TRADE,4866,899253,15272,10406,527692,0
889,TRADE,17255,1078536,34381,17126,698419,0
889,TRADE,200,309686,51852,51652,468524,0
889,TRADE,6273,732474,22328,16055,374355,0
889,TRADE,4071,115869,42222,38151,1078536,0
889,TRADE,2994,576773,9547,6553,713184,0
889,TRADE,200,846592,17580,17380,326708,0
889,ISSUE,67557,0,88069,155626,648460,1
889,TRADE,135845,648460,155626,19781,726207,1
889,REDEEM,17157,648460,19781,2624,0,1
889,TRADE,8904,1107330,70005,61101,921736,0
889,TRADE,11363,31795,27460,16097,24578,0
889,TRADE,16110,2658,52746,36636,612220,0
889,TRADE,5410,316305,9259,3849,1147902,0
889,ISSUE,10833,0,94817,105650,107694,0
889,TRADE,8693,355253,18469,9776,329836,0
889,ISSUE,33315,0,466260,499575,726207,1
889,TRADE,365641,726207,499575,133934,726207,1
889,REDEEM,434572,726207,499575,65003,0,1
889,TRADE,8589,799431,11046,2457,1161539,0
889,TRADE,200,828493,2731,2531,704250,0
889,ISSUE,200,0,29171,29371,921736,0
889,TRADE,13376,746335,48895,35519,1078536,0
889,TRADE,33783,946726,118687,84904,873345,0
889,TRADE,200,792888,23915,23715,946726,0
889,TRADE,200,786675,27655,27455,54536,0
889,TRADE,200,10804,34442,34242,366968,0
889,TRADE,6090,170188,6657,567,412285,0
889,TRADE,6562,332633,25064,18502,420222,0
889,TRADE,13453,492611,36565,23112,477122,0
889,TRADE,20976,28672,38369,17393,196302,0
889,TRADE,2135,347175,7812,5677,961119,0
889,TRADE,2337,787684,30566,28229,713184,0
889,TRADE,5009,672412,23097,18088,468524,0
889,TRADE,18696,366968,28070,9374,694769,0
889,TRADE,11351,625587,42125,30774,337658,0
889,TRADE,200,405547,50496,50296,197386,0
889,TRADE,13087,788139,68454,55367,107694,0
889,ISSUE,10036,0,868,10904,953701,0
889,TRADE,18171,197386,25601,7430,197386,0
889,TRADE,200,612220,115730,115530,788139,0
889,TRADE,6357,260109,8552,2195,407736,0
889,TRADE,200,1120959,50723,50523,477122,0
889,TRADE,200,337658,44043,43843,10804,0
889,TRADE,11089,527692,19188,8099,1120959,0
889,TRADE,11552,477122,119977,108425,746335,0
889,TRADE,10033,37837,25843,15810,1007410,0
889,ISSUE,200,0,44899,45099,698419,0
889,TRADE,18782,217966,23710,4928,159610,0
889,TRADE,9420,586003,24261,14841,527692,0
889,TRADE,7920,961119,61816,53896,787684,0
889,TRADE,200,188834,39847,39647,527692,0
889,TRADE,11515,1147902,49524,38009,786675,0
889,TRADE,6477,337319,39603,33126,1161807,0
889,ISSUE,16243,0,86182,102425,136402,0
889,TRADE,1654,1161807,89334,87680,316305,0
889,TRADE,8080,407736,9139,1059,260109,0
889,TRADE,1336,998116,23521,22185,49436,0
889,TRADE,200,494330,19757,19557,159610,0
889,TRADE,11655,713184,56739,45084,1161539,0
889,TRADE,200,374988,24388,24188,494330,0
889,TRADE,200,24578,35938,35738,412285,0
889,ISSUE,16367,0,29174,45541,262919,0
889,TRADE,200,822605,10448,10248,670580,0
889,TRADE,7949,510675,18043,10094,37837,0
889,TRADE,200,915852,39927,39727,2658,0
889,TRADE,200,1154574,82956,82756,713184,0
889,TRADE,200,374355,19210,19010,953701,0
889,TRADE,11431,110160,92798,81367,197386,0
889,TRADE,15719,873345,68249,52530,984337,0
889,TRADE,4525,694769,102369,97844,1064559,0
889,TRADE,10837,345135,16445,5608,1007410,0
889,TRADE,10015,367681,83196,73181,786675,0
889,TRADE,7730,1064559,11529,3799,822605,0
889,ISSUE,200,0,30673,30873,196302,0
890,TRADE,200,1120959,61612,61412,31795,0
890,TRADE,5417,698419,45099,39682,492611,0
890,TRADE,200,367681,73181,72981,364533,0
890,REDEEM,14327,1147902,38009,23682,0,0
890,TRADE,200,37837,23759,23559,24578,0
890,TRADE,200,49436,94858,94658,329836,0
890,TRADE,200,374355,19010,18810,787684,0
890,ISSUE,200,0,27821,28021,1156990,0
890,TRADE,19159,309686,51652,32493,1120959,0
890,TRADE,3002,477122,108425,105423,309686,0
890,TRADE,2883,159610,70322,67439,873345,0
890,TRADE,200,576773,6553,6353,188834,0
890,TRADE,3367,136402,102425,99058,110160,0
890,REDEEM,20354,612220,115530,95176,0,0
890,TRADE,200,625587,30774,30574,961119,0
890,TRADE,4136,846592,17380,13244,492611,0
890,TRADE,200,961119,54096,53896,946726,0
890,TRADE,7985,374988,24188,16203,953701,0
890,TRADE,9151,998116,22185,13034,468524,0
890,TRADE,200,586003,14841,14641,1147902,0
890,TRADE,15401,694769,97844,82443,1161807,0
890,TRADE,7025,1107330,61101,54076,2658,0
890,TRADE,3440,2658,43861,40421,915852,0
890,TRADE,200,262919,45541,45341,374988,0
890,REDEEM,200,31795,16297,16097,0,0
890,TRADE,6637,494330,19757,13120,846592,0
890,ISSUE,12076,0,82756,94832,1154574,0
890,TRADE,200,107694,118737,118537,527692,0
890,TRADE,18388,110160,84734,66346,746335,0
890,TRADE,1916,115869,38151,36235,1064559,0
890,ISSUE,14774,0,58817,73591,68935,0
890,TRADE,12139,915852,43167,31028,42759,0
890,TRADE,16755,205155,35660,18905,825187,0
890,REDEEM,16306,786675,48985,32679,0,0
890,TRADE,6786,792888,23715,16929,625587,0
890,TRADE,200,468524,17243,17043,788139,0
890,TRADE,6670,1078536,34573,27903,984337,0
890,REDEEM,3290,732474,16055,12765,0,0
890,TRADE,200,680172,5655,5455,371304,0
890,TRADE,8472,946726,85304,76832,704250,0
890,TRADE,200,337658,43843,43643,326708,0
890,TRADE,9763,984337,22641,12878,899253,0
890,TRADE,8870,527692,17919,9049,205155,0
890,TRADE,447,366968,9374,8927,875121,0
890,TRADE,200,297133,311,111,420222,0
890,TRADE,200,364533,28624,28424,786675,0
890,TRADE,6459,746335,65459,59000,861349,0
890,TRADE,200,704250,98722,98522,1064559,0
890,REDEEM,200,316305,5503,5303,0,0
890,TRADE,4552,689551,5838,1286,347175,0
890,TRADE,200,405547,50296,50096,672412,0
890,TRADE,200,260109,10275,10075,2658,0
890,TRADE,9599,420222,9831,232,1154574,0
890,TRADE,9670,1007410,52463,42793,337658,0
890,TRADE,8759,787684,36349,27590,337658,0
890,TRADE,6200,873345,55413,49213,612220,0
890,REDEEM,10734,966921,39327,28593,0,0
890,TRADE,1699,188834,39847,38148,998116,0
890,TRADE,15406,332633,18502,3096,648460,0
890,TRADE,9803,510675,10094,291,672412,0
890,TRADE,19465,42759,50146,30681,625587,0
890,TRADE,562,337319,33126,32564,355253,0
890,TRADE,5625,24578,35938,30313,946726,0
890,TRADE,29293,861349,36358,7065,371304,0
890,REDEEM,2117,953701,19089,16972,0,0
890,TRADE,5091,347175,10229,5138,37837,0
891,TRADE,9065,405547,50096,41031,374355,0
891,TRADE,17071,1007410,42793,25722,698419,0
891,TRADE,200,698419,56753,56553,510675,0
891,TRADE,8826,672412,28091,19265,477122,0
891,ISSUE,5445,0,49213,54658,873345,0
891,TRADE,200,332633,3096,2896,468524,0
891,TRADE,5311,188834,38148,32837,1107330,0
891,TRADE,3171,670580,6153,2982,1078536,0
891,TRADE,200,1161807,103081,102881,732474,0
891,TRADE,10612,374355,27875,17263,1161539,0
891,TRADE,8611,946726,82457,73846,355253,0
891,REDEEM,200,309686,35495,35295,0,0
891,TRADE,13772,787684,27590,13818,260109,0
891,TRADE,6534,37837,28650,22116,205155,0
891,TRADE,4565,961119,53896,49331,799431,0
891,TRADE,5718,371304,33064,27346,1007410,0
891,TRADE,10955,1147902,23882,12927,825187,0
891,TRADE,11434,625587,56825,45391,875121,0
891,TRADE,9371,107694,118537,109166,875121,0
891,TRADE,7820,612220,101376,93556,1007410,0
891,TRADE,14262,899253,20169,5907,921736,0
